doi,2003-10,2003-11,2003-12,2004-1,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2004-10,2004-11,2004-12,2005-1,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2005-10,2005-11,2005-12,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12,2010-1,2010-2,2010-3,TOTAL
10.1371/journal.pcbi.1000687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,126,155
10.1371/journal.pcbi.1000688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,167,184
10.1371/journal.pcbi.1000689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,76,91
10.1371/journal.pcbi.1000690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,95,118
10.1371/journal.pcbi.1000691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75,85
10.1371/journal.pcbi.1000692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,208,246
10.1371/journal.pcbi.1000693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121
10.1371/journal.pcbi.1000694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,354
10.1371/journal.pcbi.1000695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143
10.1371/journal.pcbi.1000696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,610
10.1371/journal.pcbi.1000697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50
10.1371/journal.pcbi.1000698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132
10.1371/journal.pcbi.1000699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,257
10.1371/journal.pcbi.1000700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116
10.1371/journal.pcbi.1000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82
10.1371/journal.pcbi.1000702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188
10.1371/journal.pcbi.1000703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,360
10.1371/journal.pcbi.1000704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,209
10.1371/journal.pcbi.1000705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210
10.1371/journal.pcbi.1000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129
10.1371/journal.pcbi.1000707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176
10.1371/journal.pcbi.1000708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42
10.1371/journal.pcbi.1000709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186
10.1371/journal.pcbi.1000710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48
10.1371/journal.pcbi.1000711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
10.1371/journal.pcbi.1000712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75
10.1371/journal.pcbi.1000713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70
10.1371/journal.pcbi.1000714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90
10.1371/journal.pcbi.1000715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56
10.1371/journal.pcbi.1000716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216
10.1371/journal.pcbi.1000717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50
10.1371/journal.pcbi.1000718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152
10.1371/journal.pcbi.1000719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177
10.1371/journal.pcbi.1000720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58
10.1371/journal.pcbi.1000721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46
10.1371/journal.pcbi.1000722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78
10.1371/journal.pcbi.1000723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
10.1371/journal.pcbi.1000734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84
10.1371/journal.pctr.0010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,86,65,56,43,34,49,16,55,29,22,23,12,21,22,20,6,25,22,17,11,12,7,26,17,11,17,16,13,10,6,6,10,11,7,5,4,8,10,6,3,3,5,2,3,2,5,1110
10.1371/journal.pctr.0010002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,7,19,8,13,10,3,15,6,5,5,4,4,5,3,2,1,0,0,4,2,1,2,2,2,1,4,9,1,5,3,2,2,4,1,2,3,1,2,2,1,0,3,0,1,2,227
10.1371/journal.pctr.0010003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,33,18,27,14,4,10,8,3,7,6,2,7,6,5,3,3,5,2,2,3,2,6,3,0,3,1,1,1,0,3,3,3,2,1,1,0,1,1,5,0,0,1,2,0,1,0,291
10.1371/journal.pctr.0010004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,10,19,7,5,6,5,8,1,7,1,6,1,4,2,3,4,0,0,5,2,4,1,0,0,2,0,1,2,3,0,4,1,1,2,1,0,1,0,0,0,0,0,1,1,4,193
10.1371/journal.pctr.0010005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,31,13,48,23,21,14,13,13,15,20,20,15,11,11,7,6,13,5,11,7,3,5,10,6,4,3,1,5,8,8,5,5,3,11,3,8,4,3,1,5,0,2,4,1,3,5,494
10.1371/journal.pctr.0010006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,277,117,73,53,34,30,16,34,34,37,42,18,18,37,14,12,12,9,10,9,4,6,6,11,5,9,3,5,7,10,2,7,7,11,3,3,5,1,7,3,4,4,2,2,4,5,1404
10.1371/journal.pctr.0010007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,21,30,29,18,16,7,10,8,14,9,14,9,8,7,4,4,3,0,1,6,8,5,3,3,2,4,2,9,5,4,4,1,4,1,5,9,3,2,1,1,1,3,7,6,4,400
10.1371/journal.pctr.0010008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,62,16,13,5,3,7,5,3,1,4,1,4,1,4,1,1,0,0,1,2,1,1,0,1,1,1,2,0,0,0,0,0,1,2,1,1,1,2,0,0,0,1,0,2,0,0,244
10.1371/journal.pctr.0010009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,117,66,40,34,31,43,16,18,26,22,15,13,11,15,9,8,8,12,8,9,9,4,12,6,4,6,7,3,7,11,6,19,7,11,3,1,5,6,7,12,4,13,12,6,11,19,1129
10.1371/journal.pctr.0010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,31,30,9,9,13,3,14,6,11,7,2,4,3,5,4,9,0,0,5,0,0,0,1,0,3,3,3,3,0,1,7,1,2,1,2,1,0,2,3,1,3,0,1,2,1,271
10.1371/journal.pctr.0010011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,45,16,11,15,8,7,11,12,51,6,9,7,14,6,2,4,2,3,3,11,40,3,4,1,5,0,1,7,1,4,3,2,2,0,3,2,5,0,1,2,1,3,4,4,414
10.1371/journal.pctr.0010012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,111,72,57,22,26,13,12,11,24,11,14,12,8,5,7,3,6,8,5,3,2,5,2,9,10,2,10,4,4,11,13,4,4,4,1,6,3,8,3,3,2,3,8,9,5,597
10.1371/journal.pctr.0010013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,202,63,45,39,25,19,25,19,32,18,21,12,23,53,26,10,7,6,16,7,5,13,18,7,12,7,13,20,59,63,7,20,19,9,10,5,3,2,15,9,7,3,10,21,9,1073
10.1371/journal.pctr.0010014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,53,18,14,11,8,4,4,6,5,2,6,3,3,2,1,2,0,0,0,5,3,3,0,1,2,0,0,2,1,2,2,1,2,2,0,3,3,0,0,1,3,2,1,2,225
10.1371/journal.pctr.0010015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,20,9,6,8,8,4,10,10,5,3,5,3,2,2,4,7,8,2,4,3,4,5,0,10,34,15,17,12,27,29,25,0,1,2,1,2,0,1,24,26,6,36,156,637
10.1371/journal.pctr.0010016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,82,22,20,25,6,15,13,15,11,11,6,16,3,4,7,7,6,10,7,11,5,5,5,2,13,10,3,6,7,5,6,10,3,0,3,3,2,4,0,0,1,2,0,2,553
10.1371/journal.pctr.0010017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,21,15,10,10,5,7,4,4,3,2,4,3,7,1,3,2,7,1,2,3,1,1,0,7,1,0,1,5,0,0,1,3,0,0,0,2,0,1,2,1,1,1,3,235
10.1371/journal.pctr.0010018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,73,30,18,11,8,9,9,4,4,5,8,4,13,1,4,9,7,0,2,3,0,8,6,1,2,2,1,1,2,1,2,1,1,1,1,4,3,0,1,0,1,0,1,4,311
10.1371/journal.pctr.0010019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,87,50,19,12,9,8,10,13,12,6,8,7,9,7,13,12,5,3,10,8,2,7,6,1,2,10,1,2,2,3,1,0,5,3,3,0,5,1,2,6,2,2,4,524
10.1371/journal.pctr.0010020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,31,41,12,5,3,3,3,7,2,4,6,8,6,3,5,4,8,3,7,2,2,3,1,0,9,9,3,3,4,3,4,3,3,1,6,2,2,1,2,3,1,5,8,316
10.1371/journal.pctr.0010021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,55,13,7,9,11,20,16,5,8,11,3,10,3,4,5,7,0,0,9,4,6,4,11,2,5,2,3,4,2,3,1,1,3,1,2,4,2,1,10,6,23,5,437
10.1371/journal.pctr.0010022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,126,29,15,21,10,11,7,12,14,5,1,2,9,0,4,2,0,1,2,0,2,0,1,1,0,4,2,3,1,1,0,0,1,3,2,1,0,1,1,0,3,3,446
10.1371/journal.pctr.0010023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,7,1,1,4,1,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,118
10.1371/journal.pctr.0010024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,18,5,7,1,2,6,3,8,5,1,1,4,2,0,0,1,0,1,2,1,1,4,1,3,6,3,2,1,1,0,1,0,2,1,1,0,0,0,1,3,17,0,198
10.1371/journal.pctr.0010025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,134,42,13,12,4,14,6,4,5,8,6,2,3,2,0,4,0,3,0,4,3,0,4,0,4,2,0,2,8,1,1,0,0,0,1,1,1,3,2,2,1,0,350
10.1371/journal.pctr.0010026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,77,18,10,7,3,7,4,2,3,1,2,7,5,1,1,1,2,2,1,1,1,0,3,1,0,0,0,2,0,2,2,1,1,1,0,0,1,0,0,0,2,0,210
10.1371/journal.pctr.0010027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70,15,4,7,7,7,10,1,4,6,4,1,3,2,2,2,2,6,2,2,4,6,5,7,1,1,3,5,4,2,1,1,2,2,2,4,1,1,3,3,1,1,243
10.1371/journal.pctr.0010028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,73,17,9,9,15,5,8,7,5,3,2,6,6,5,2,4,1,7,9,0,7,4,6,14,7,5,18,11,16,3,0,5,5,9,4,5,8,8,4,7,10,500
10.1371/journal.pctr.0010029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,49,14,19,9,16,5,12,11,7,4,5,6,3,1,4,4,9,2,6,4,4,4,2,3,4,1,2,7,4,2,4,2,0,4,3,2,4,4,1,5,1,361
10.1371/journal.pctr.0010030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,10,5,3,8,5,3,8,3,0,2,4,1,6,3,0,3,1,2,3,0,1,2,1,3,0,3,3,1,2,0,1,0,1,0,1,1,0,0,2,1,153
10.1371/journal.pctr.0010031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,208,31,27,32,30,25,14,15,11,7,4,2,2,1,2,8,11,10,9,3,1,3,4,5,2,9,8,7,13,6,1,11,5,3,3,0,11,1,5,3,7,773
10.1371/journal.pctr.0010032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,38,27,11,16,13,7,7,10,12,6,2,4,3,4,2,7,5,5,8,2,3,2,7,3,3,4,2,3,1,1,3,2,1,0,4,0,1,0,3,5,304
10.1371/journal.pctr.0010033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,213,116,81,98,73,61,36,34,46,29,25,14,17,17,10,14,14,15,13,19,18,10,13,20,11,1,15,17,6,10,10,11,7,12,9,7,10,16,14,23,2132
10.1371/journal.pctr.0010034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,45,32,13,13,12,7,3,11,5,8,2,4,0,11,2,7,5,2,3,1,2,7,8,2,3,0,3,3,3,1,4,2,2,1,1,0,0,0,1,4,314
10.1371/journal.pctr.0010035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,146,51,20,36,29,34,7,18,14,11,13,5,2,11,7,10,5,4,7,3,2,3,2,6,4,5,5,5,2,4,14,2,5,1,5,6,1,3,6,2,1147
10.1371/journal.pctr.0010036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,83,50,81,48,35,34,27,31,24,39,23,12,15,17,6,14,7,16,8,10,12,11,64,19,8,11,14,14,8,7,6,10,6,3,3,3,5,12,8,6,1275
10.1371/journal.pctr.0010037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,5,3,6,3,1,2,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,48
10.1371/journal.pctr.0010038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,89,17,16,4,8,8,6,4,6,8,4,1,1,1,3,0,3,2,3,2,0,2,2,1,1,2,2,1,1,4,0,2,0,0,0,1,1,2,2,252
10.1371/journal.pctr.0010039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,64,14,14,16,8,16,10,12,6,6,8,2,5,3,0,7,4,0,10,5,1,6,7,3,9,6,3,2,4,5,1,2,3,1,3,0,7,9,1,377
